label,cleaned_tweet
Geografi,manunggaling prabowo jokowi saudaraku akhir akhir ini beredar video pernyataan pak prabowo bahwa kini dia telah menyatu dengan pak jokowi pernyataan itu tidak aneh karena pak prabowo telah memilih anak biologis presiden jokowi gibran rakabuming raka sebagai cawapres yang mendampinginya dalam kontestasi pilpres ini dengan demikian proses menyatunya pak prabowo dan pak jokowi itu telah nyaris paripurna pertanyaannya siapakah yang diuntungkan dan dirugikan dalam proses manunggaling prabowo jokowi ini dalam pandangan kami menyatunya dua unsur api dan air pada pilpres dan itu di pilpres ini sesungguhnya tidak menguntungkan siapa siapa bahkan cenderung merugikan presiden jokowi anda dapat melihat bagaimana presiden jokowi telah mendegradasi dirinya demi meloloskan keinginan prabowo untuk menyatu dengannya skandal pelolosan gibran sebagai cawapres prabowo di mahkamah konstitusi benar benar telah menghasilkan stigma aaaanak haram konstitusiaaa kepada anak biologis presiden jokowi kenetralan presiden selaku kepala negara dalam mengawal proses proses pemilu kini juga benar benar diragukan bahkan ada anggapan bahwa presiden tidak lagi benar benar bertindak sebagai kepala negara yang mengayomi semua dalam pesta demokrasi ini namun telah menjadi ketua tim sukses salah satu paslon yang sedang berkontestasi istana negara bahkan disinyalir sebagai posko pemenangan salah satu paslon mobilisasi bansos besar besaran pengerahan aparatur negara dan komentar komentar presiden yang bersifat partisan tentu menguatkan indikasi bahwa presiden semakin mendegradasi diri dan pencapaian pencapaian baiknya selama hampir sepuluh tahun ini padahal memihak seteru lamanya itu ibarat kerja mengangkat batang terendam dalam pepatah melayu dengan asumsi manunggalingnya prabowo dengan jokowi yang masih memiliki approval rating yang tinggi mestinya pilpres ini sudah selesai satu putaran tapi nyatanya elektabilitas prabowo gibran masih saja stagnan di bawah persen dan cenderung turun karena blunder blunder dan keterbatasan keterbatasan pribadi dan karakter pak prabowo yang tidak mampu tampil berkelas dalam kampanya ke khalayak luas pada akhirnya kita hanya menyaksikan presiden jokowi yang penuh prestasi kian menista dan mendegradasi dirinya di ujung kekuasaannya kita belum tahu akan seperti apa ujung kekuasaan presiden jokowi yang kini manunggaling dengan unsur api yang pasti kini kita sedang menyaksikan berbagai manuver nir etika yang potensial membahayakan demokrasi dan merusak keutuhan berbangsa dan bernegara kita hanya berdoa semoga pemilu berlangsung jujur adil dan damai dan pemenangnya betul betul sosok yang manunggaling kawulo gusti bukan manunggalingnya unsur air dan unsur api semoga ya rabb salam santri spartan seluruh indonesia thalib isbarthi januari
Sumber Daya Alam,kapolri jenderal listyo sigit prabowo bersama panglima tni jenderal agus subiyanto telah melakukan video conference dengan seluruh jajaran polda dan kodam di indonesia kapolri menyebut situasi di papua saat ini terkendali 
Sosial Budaya,prabowo hobinya jadi oposisi aayaa
Ekonomi,wah ganjar mahfud udah siapin kebijakan pro kesejahteraan aph menang terus
Geografi,teruntuk gen yang baru perdana ikut pilpres nanti mgkn blm tahu sejarah di lalu lalu ps berjanji akan berjuang bersama rakyat indonesia dg timbul dan tenggelam tidak meninggalkan para pendukungnya harapannya ps tetap jd oposisi agar jd penyeimbang pemerintah tp ternyata ps tidak tahan utk jd oposisi diluar pemerintah dan masuk dalam pemerintahan itulah kenapa kami mantan pendukungnya sangat kecewa atas komitmen yg diucapkan tidak bisa dipegang di banyak para pendukung militan di dan eksodus mengalihkan dukungan ke pasangan anies muhaimin yg dianggap bs memberikan perubahan buat indonesia adil dan makmur karena pemimpin yg dipegang adalah omongannya bila komitmennya tdk bisa dipegang maka apalagi yg dpt dijaminkan kalau jd presiden dia akan bisa amanah aminajadulu
Ideologi,anies itu prestasinya di jakarta banyak sekali dan gemilang walaupun tidak didukung pemerintah pusat dan cenderung dihambat tapi kenapa ada framing jahat anies nggak bisa kerja 
Politik,kebijakan inovatif ganjar memberikan dorongan positif bagi pertumbuhan ekonomi wilayah 
Politik,merasa sudah kalah sebelum bertanding ratusan gambar ganjar mahfud sepanjang jalan dirusak dicopot dihancurkan zaman orba kembali muncul di zaman pemerintahan jokowi ini tanpa polisi bertindak aaya aaaya aaaya
Sosial Budaya,gue akan selalu memerangi kalian upper class yang nyerocos hasil kerja pak anies selama menjabat gubernur ga nyata kalian yg cuma bisa ngeluh macet grgr transportasi jakarta diperbanyak terus ngoceh dimobil pribadi kalian yang ngoceh soal jis dan kampung bayam bacot tauga 
Demografi,dengan logika berfikir bapak di atas bisa dong dikatakan begini jangan salahkan para pejabat yg tersandera kasus korupsi bila menilai rtawaran kebijakan kebijakan prabowo sesuai dengan kepentingan dan pandangan politik mereka aayaaaayaaaayaa
Geografi,kita menghormati konsistensinya dalam upaya merawat demokrasi keberagaman dan perubahan dia menggelar desak anies sebagai jalan untuk mendengar semua pertanyaan yang menurut saya hanya kedok membersihkan nama baiknya yang terlanjur melekat buruk selama pilgub dki jakarta 
Geografi,aaaanies colek pemerintah soal netralitas pemilu hallo pak masih netral gak nih ma anak buahnya klo udah gak netral boleh kok jadi timses kek pak lurah untuk memenangkan salah satu paslon pake videotron jg boleh wkwkk
Pertahanan dan Keamanan,silahkan bantu prabowo cari cara cari pertanyaan agar prabowo bisa tko anies di debat sajikan sesuai data fakta klu mau di tko balik masih ingat prabowo tanyak rumah ibadah malu gak dijwab anieslah gubernur yg bnyak ngeluarin imb pesen buat prabowo istirhat sudah tua
Ekonomi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ideologi,insentif pajak ini adalah wujud nyata dari keseriusan ganjar mahfud dalam mendukung startup happy new year
Sumber Daya Alam,hastag penutup ganjarpedulipekerjamigran ganjar pranowo adalah simbol perubahan untuk hak dan kesejahteraan pekerja migran ganjarbelapekerjamigran ganjarpranowopilihanumat ganjarmahfudrebound jnk
Geografi,wawacanda paling ngena sih gmn dia mau semua jajaran di jkt buat mikir tiap kebijakan yg diambil harus paham di saya nemu berita ini pak anies waktu di kemdikbud buat kartu nama dengan huruf braile alasan nya simpel biar yg tuna netra bisa baca tanpa bantuan aaa 
Ekonomi,pemilu adalah momen untuk menentukan sosok pemimpin yang kita harapkan apalagi kita juga bayar pajak daripada uang rakyat dikorupsi elit lebih baik untuk mendapatkan pemimpin terbaik jika pemilu terjadi dua putaran sebaliknya justru akan mendorong pertumbuhan ekonomi kita karena konsumi meningkat seperti dijelaskan deputi gubernur bank indonesia aida budiman bisa dibayangkan dari hal kecil saja di sekitar kita umkm pasti naik pesat politik itu melibatkan banyak orang jadi dari mulai percetakan hingga kuliner pasti menggeliat karena banyaknya orderan saat pemilu dan kenaikan ini tentu juga akan merambah ke sektor lain perputaran ekonomi di tingkat bawah justru semakin menggeliat namun rupanya kubu prabowo tak menginginkan itu terjadi apa namanya kalau bukan pembodohan lihat saja setelah narasi menghemat uang negara gagal kubu prabowo pasti bakal melempar narasi lain mungkin saja bakal menebar ketakutan dan ancaman seperti terjadi polarisasilah dan sebagainya mendengar omong kosong semacam itu kita bisa dengan bijak meresponnya cukup dengan senyum kalau ada yang mau tertawa terbahak bahak juga silakan 
Ekonomi,pdip sentil food estate prabowo babat hutan bu mega menaruh perhatian cnn indonesia indonesiakuatindonesiamaju
Sumber Daya Alam,yes betul pancasila telah terbukti pemersatu indonesia jika masyarakat mau aktif di global bangsa harus kuat kata masbowogbran pastinya karenahati baikpakbowo
Ideologi,kesadaran ganjar terhadap kesehatan mental mengedepankan kesejahteraan psikologis 
Politik,kebersamaan keluarga ganjar pranowo menciptakan suasana yang positif untuk pemerintahan yang inklusif ganjar mahfud hebat memimpin indonesia
Sosial Budaya,mau di poles bagaimanapun anies baswedan itu udh dikenal dgn julukan bapaknya politik identitas sering ngibul oportunis gak tahu terima kasih ahli tata kata gak bisa kerja minim etika ahli lepas tangan kelebihan bayar malming malam minggu nazarpemilu
Pertahanan dan Keamanan,lakukan riset sendiri terhadap paslon dokter tirta umumkan dukung anies baswedan di pilpres
Sosial Budaya,ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat ganjarpranowopilihanumat jnk ganjarmahfudrebound
Ekonomi,aayaa debat ngomongin demokrasi tapi nyatanya ko begini pak ganjar pranowo ubanbukanpakdeaa ganjar mahfud hebat nazarpemilu
Ekonomi,sia sia dong bgn ikn kl pusat ekonomi ttp di pulau jawa katanya mau tenggelem pulaunyaaaya
Demografi,ganjar optimis capai pertumbuhan ekonomi sahabatganjaraa aa ganjar menangkanganjar generasigotongroyongaa ganjar mahfud hebat nelayanaa sejahtera
Sosial Budaya,upaya pelemahan oposisi anies baswedan kata guru besar universitas amsterdam dan peneliti kitlv universitas leiden belanda via 
Geografi,kalo gue prabowo sih gue bongkar aja tuh semua kegagalan anies pas jadi mentri gubernur gampang banget buat buka borok doi mah aaya
Ekonomi,program makan siang gratis ini sangat bagus agar tidak terjadinya kesenjangan sosial hebat sekali pak prabowo 
Pertahanan dan Keamanan,pendukung relawan jokowi yg non partai antipati kepada pdip karena seringnya beliau direndahkan ditambah arogansi ganjar saat memberi penilaian terhadap kinerja pemerintah ketika muncul dugaan jokowi beralih dukungan makin menurun lah valuenya di mata para relawan jokowi 
Geografi,anies jadi gubernur didukung gerindra bukan berarti dia ngebebek ke prabowo selama masa jabatan fpi juga ga ngendaliin dia buktinya gereja dan rumah ibadah lain tetep bisa diresmikan lah prabowo partai dan koalisinya nguasain dpr ruu anti penghilangan paksa ga disahkan dpr
Pertahanan dan Keamanan,isu baru hari ini wan abud lempar fitnah ke prabowo soal belanja alutsista dukungantulus penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi
Politik,anies sindir standar etika kpk dulu orang kpk tidak mau ikut makan newsupdate update news text
Pertahanan dan Keamanan,menohok effendi gazali sebut prabowo subianto kehilangan gemoynya dan tak paham seni debat
Demografi,anda kami dukung kali pilpres setelah didukung eh malah meninggalkan hewan aja ga gitu bos enak ga bos introspeksi diri aja saat nuduh orang haus jabatan anda kali nyapres kali wapres nuduh ga beretika eh bilang goblok depan muka umum omon omon
Sosial Budaya,pemilu di indonesia adalah sekolah paling unik di dunia peserta didiknya jt orang lebih gurunya para elit yg peduli nasib bangsa alhamdulillah mas anies dan tim desak anies mengembalikan marwah demokrasi indonesia rakyat indonesia cerdik dan bijak pencitraan dan tebar sembako kalah jauh dg pendidikan indah di desak anies setuju aminajadulu
Politik,gue berdoa dan berharap klo nnti pa dan mas terpilih jd presiden dan wakil presiden ri supaya memerintahkan utk usut kembali korupsi formula dan korupsi si wtk jd gub di dki jkt sampe tuntas a itu saja dulu aaya
Geografi,bapaknya adalah pakar sekaligus menteri ekonomi kakeknya pendiri bni bisnisnya udh dari jaman bung karno kenapa pendukung anis ganjar pada bego anh tapi ajaib
Sumber Daya Alam,kita harus menjaga kekuatan pertahanan kita agar tidak ada yang berani mencoba menantang kita gara gara prabowo indonesiakuatindonesiamaju
Ideologi,atasi konflik di laut china selatan anies indonesia harus kembali jadi pemimpin asean
Ideologi,wahhh siapa tuh yg bilang ri miskin gak bener tuh ri kaya raya kan pak buktinya mai impor sapi aayaaaayaaaayaa
Ideologi,ganjar mahfud akan di percaya oleh rakyat untuk menjadi panglima dalam pemberantasan korupsi di indonesia 
Ideologi,ngeluh apbd dki kurang gegara buat masang dia tuh anggaran jadi kurang pak anies bikin stadion bikin trotoar dll aja tuh dapet salam lu pak dari warga kampungbayam jangan zalim jadi pemimpin 
Ideologi,capres no urut capres ganjar pranowo punya strategi keren enggak cuma melanjutkan tapi juga menambah dan memperbaiki program pemerintah era jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ekonomi,februari people party democracy bakal jadi ground zero buat kebebasan kita bersuara yuk kita bersuara dan memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
Ideologi,pelanggaran ham gak akan nyentuh sama kepemimpinan ganjar pranowo jnk ganjarpranowopilihanumat ganjarmahfudrebound
Demografi,jutaan warga miskin jakarta dapat subsidi pangan setiap bulannya mereka dpt beli daging sapi ayam telur ikan susu beras dg harga amat murah cukup bayar ribu mereka bisa beli produk seharga krn sisanya disubsidi pemprov dki jakarta th bersama anies 
Sumber Daya Alam,terkait dengan pelanggaran ham masa lalu pak ganjar memberikan ganjar mahfud hebat debatcapres
Geografi,reklamasi jokuwi ahok itu pulau dihentikan anies menjadi pulau saja dulu pulau reklamasi itu tertutup untuk rakyat setelah dihentikan anies kemudian dibuka untuk umum 
Politik,mantan pimpinan kpk menyebut anies baswedan adalah capres yang paling minim resiko korupsinya diantara capres yang ada faktor itulah yang membuatnya mau bergabung berjuang bersama team perubahan 
Ekonomi,menteri bumn erick thohir menitipkan tanggung jawab besar menjaga persatuan bangsa indonesia kepada menteri pertahanan dan calon presiden nomor urut prabowo subianto patriotprabowo prabowosangperekat prabowosatria
Ideologi,ganjar mahfud akan mengembangkan sektor maritim untuk kesejahteraan masyarakat happy new year
Geografi,itulah bedanya patriot atau bukan jadi atas nama patriotisme dan nasionalisme pak prabowo tidak sudi menelanjangi strategis hanya untuk memenangkan debat
Ekonomi,ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat ganjarpranowopilihanumat jnk ganjarmahfudrebound
Politik,ganjar pranowo gubernur yang tidak hanya membangun infrastruktur tapi juga membangun hubungan yang baik dengan masyarakat ganjar mahfud hebat nelayanaa sejahtera
Sumber Daya Alam,kalau memang masuk ke banten ngapain anies sampai mengubah reklamasi menjadi kawasan pantai pulau d diubah menjadi nama pantai maju pantai kita pantai bersama secara administratif wilayah dan tata ruang pulau ini masuk ke jakarta utara 
Geografi,ganjar mahfud hebat mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagiaaaa ganjar mahfud hebat
Ideologi,dengan semua track record yang penuh dengan pengkhianatan anies baswedan tidak layak bicara soal etika prabowo gibran prabowogibran mendingprabowo terusmajubersamaprabowo bersamaindonesiamaju debatcapres debatpilpres
